id,price
18019,90.28679244732484
10977,87.29600875591859
3461,32.69682662701234
9964,29.591479947324842
35955,89.39348190044984
43093,30.322210004087538
25403,85.31395118450746
38169,45.21248214459047
26438,93.63923995709047
17867,73.05192916607484
5115,62.02937667584047
34443,91.86685531353578
10547,35.19963424419984
41524,55.64934127544984
12325,17.7707173130475
27461,30.796680142637342
31632,94.10814731335267
3031,31.497054745908827
44205,23.885886838193983
28694,30.349902798887342
14621,87.47576873516664
19330,36.78437011456117
4196,30.192065884824842
14394,44.593665768858045
38918,31.034869839902967
17270,28.7050697109662
9533,89.37773292278871
32947,77.00578658794984
17987,89.32059829449281
18772,81.97941940044984
33750,108.74381606793031
29333,57.62124984478578
13326,86.63215987896547
37180,31.314380337949842
30357,104.75902145123109
15394,80.47258346294984
9578,45.83763091778383
25832,33.78825729107484
43548,18.171073605772108
23083,37.24071090435609
6997,24.699390103574842
19619,50.32048385357484
23028,102.73795287823305
21345,92.12590377544984
42614,87.08818404888734
7963,43.88289230084047
17224,30.796680142637342
24946,55.269130398985
12493,55.55852096294984
5320,45.73990218853578
11583,15.640796353574842
36370,104.25271575665101
33021,55.99357955669984
9178,25.047809293027967
1795,81.40765636181459
14945,54.16398971294984
43225,31.92569320416078
36016,50.32048385357484
5782,55.23430221294984
16644,81.87300460552797
35015,55.56279342388734
32408,110.70549361919984
15303,29.505054166074842
33169,97.44558303570375
27412,44.593665768858045
23614,82.70070235943422
30963,55.46098678326234
17837,30.500171353574842
28583,67.37246673088521
17341,8.639819791074842
4315,28.168140103574842
24280,23.984058072324842
28468,93.87659805035219
6250,73.39505355572328
1598,30.95370834087953
44134,83.76677291607484
18842,84.94992416119203
32904,84.66691940044984
45944,105.45054977154359
30518,92.12590377544984
16168,28.168140103574842
6529,25.262744595762342
32844,80.49797408794984
45671,47.95134322857484
14576,36.33528487896547
28537,86.50868575787172
26837,82.46829765057191
3221,56.690101315733045
37838,74.22514693951234
38723,42.74175995681435
11910,46.84587447857484
31761,24.575977017637342
23771,30.452319791074842
18350,55.142066647764295
18814,30.99802749371156
20158,31.096879651304334
35728,55.68022506451234
18450,31.280627896543592
36804,70.75017135357484
7883,41.89470260357484
12223,101.45042007183656
8121,84.32481734966859
45333,56.84702651714906
39158,39.11589400982484
23340,54.60295455669984
29084,87.08818404888734
26398,84.85246627544984
36729,28.56805390212685
42504,80.75415199017152
37596,56.69327085232362
365,83.95268600201234
26935,82.88615768169984
15819,56.96004073834047
30442,48.683192898985
15667,31.521899869199842
32054,82.39323775982484
12102,83.04194991802797
3002,78.33078353619203
16223,68.48747604107484
16419,82.61748092388734
38883,31.92477767681703
13164,53.53783004498109
44228,87.02888839459047
32389,85.90492599224672
46581,87.41972701763734
10643,31.75258987164125
13230,102.21184127544984
26211,55.88689010357484
29300,87.13743179058656
27112,88.10571639752015
29327,29.364429166074842
26280,78.33078353619203
21093,80.47258346294984
16453,31.002811124082655
45223,80.49804656719789
6613,39.02836959576234
